IMO No,Class No,Ship Name,MoU,Ship Risk Profile,Inspection Selection Scheme,Last Periodical Survey,Update Date
9828209,1700094,H. NAKHARACH 26,Tokyo,Standard,Priority I,2025-09-16,2025-09-15
9829112,1800090,NO.37 MUGUNGHWA,USCG,PSC B,Priority I,2025-08-07,2025-09-15
9829112,1800090,NO.37 MUGUNGHWA,Paris,Standard,Priority I,2025-08-07,2025-09-15
9829112,1800090,NO.37 MUGUNGHWA,Tokyo,Standard,Priority I,2025-08-07,2025-09-15
9829370,1900088,UNIVERSAL INNOVATOR,USCG,PSC B,Priority I,2025-01-11,2025-09-15
9829370,1900088,UNIVERSAL INNOVATOR,Paris,Standard,Priority I,2025-01-11,2025-09-15
9829370,1900088,UNIVERSAL INNOVATOR,Tokyo,Standard,No Priority,2025-01-11,2025-09-15
9829382,1900089,UNIVERSAL FRONTIER,USCG,PSC B,Priority I,2025-05-02,2025-09-15
9829382,1900089,UNIVERSAL FRONTIER,Paris,Standard,Priority I,2025-05-02,2025-09-15
9829382,1900089,UNIVERSAL FRONTIER,Tokyo,Standard,No Priority,2025-05-02,2025-09-15
9829502,1800077,KOREA VICTORY,USCG,PSC B,Priority I,2025-09-12,2025-09-15
9829502,1800077,KOREA VICTORY,Paris,Standard,Priority I,2025-09-12,2025-09-15
9829502,1800077,KOREA VICTORY,Tokyo,Standard,Priority II,2025-09-12,2025-09-15
9829538,1800086,WOOLIM 3,USCG,PSC B,No Priority,2025-03-10,2025-09-15
9829538,1800086,WOOLIM 3,Paris,Standard,Priority I,2025-03-10,2025-09-15
9829538,1800086,WOOLIM 3,Tokyo,Standard,Priority I,2025-03-10,2025-09-15
9829552,1800087,WOOLIM 5,USCG,PSC B,Priority I,2025-07-25,2025-09-15
9829552,1800087,WOOLIM 5,Paris,Standard,Priority I,2025-07-25,2025-09-15
9829552,1800087,WOOLIM 5,Tokyo,Standard,No Priority,2025-07-25,2025-09-15
9831024,2000114,SONGA ORION,USCG,PSC B,Priority I,2025-05-18,2025-09-15
9831024,2000114,SONGA ORION,Paris,Low,No Priority,2025-05-18,2025-09-15
9831024,2000114,SONGA ORION,Tokyo,High,Priority I,2025-05-18,2025-09-15
9833656,1900022,NAVIG8 GRACE,USCG,PSC B,Priority I,2025-06-26,2025-09-15
9833656,1900022,NAVIG8 GRACE,Paris,Standard,Priority II,2025-06-26,2025-09-15
9833656,1900022,NAVIG8 GRACE,Tokyo,Standard,Priority I,2025-06-26,2025-09-15
9833668,1900023,NAVIG8 GALLANTRY,USCG,PSC C,No Priority,2025-08-12,2025-09-15
9833668,1900023,NAVIG8 GALLANTRY,Paris,Standard,No Priority,2025-08-12,2025-09-15
9833668,1900023,NAVIG8 GALLANTRY,Tokyo,Standard,No Priority,2025-08-12,2025-09-15
9833670,1900038,NAVIG8 GUARD,USCG,PSC B,Priority I,2025-08-27,2025-09-15
9833670,1900038,NAVIG8 GUARD,Paris,Standard,Priority I,2025-08-27,2025-09-15
9833670,1900038,NAVIG8 GUARD,Tokyo,Standard,Priority I,2025-08-27,2025-09-15
9833682,1900039,NAVIG8 GUIDE,USCG,PSC C,No Priority,2025-06-14,2025-09-15
9833682,1900039,NAVIG8 GUIDE,Paris,Standard,No Priority,2025-06-14,2025-09-15
9833682,1900039,NAVIG8 GUIDE,Tokyo,Standard,Priority I,2025-06-14,2025-09-15
9835654,1800031,ABM NUBIRI,USCG,PSC B,Priority I,2025-07-24,2025-09-15
9835654,1800031,ABM NUBIRI,Paris,Standard,Priority I,2025-07-24,2025-09-15
9835654,1800031,ABM NUBIRI,Tokyo,Standard,Priority I,2025-07-24,2025-09-15
9835666,1800047,ABM INTAN,USCG,PSC B,Priority I,2025-08-04,2025-09-15
9835666,1800047,ABM INTAN,Paris,Standard,Priority I,2025-08-04,2025-09-15
9835666,1800047,ABM INTAN,Tokyo,Standard,Priority I,2025-08-04,2025-09-15
9835678,1800065,ABM JINJU,USCG,PSC B,Priority I,2024-11-11,2025-09-15
9835678,1800065,ABM JINJU,Paris,Standard,Priority I,2024-11-11,2025-09-15
9835678,1800065,ABM JINJU,Tokyo,Standard,Priority I,2024-11-11,2025-09-15
9835680,1800076,ABM ILJIN,USCG,PSC B,Priority I,2024-12-12,2025-09-15
9835680,1800076,ABM ILJIN,Paris,Standard,Priority I,2024-12-12,2025-09-15
9835680,1800076,ABM ILJIN,Tokyo,Standard,Priority I,2024-12-12,2025-09-15
9835874,1900097,PACIFIC ANOUK,USCG,PSC B,Priority I,2025-07-04,2025-09-15
9835874,1900097,PACIFIC ANOUK,Paris,Standard,Priority II,2025-07-04,2025-09-15
9835874,1900097,PACIFIC ANOUK,Tokyo,Standard,Priority II,2025-07-04,2025-09-15
9835886,1900099,PACIFIC SARAH,USCG,PSC B,Priority I,2025-06-16,2025-09-15
9835886,1900099,PACIFIC SARAH,Paris,Standard,No Priority,2025-06-16,2025-09-15
9835886,1900099,PACIFIC SARAH,Tokyo,Low,No Priority,2025-06-16,2025-09-15
9837597,1900007,UNIVERSAL LEADER,USCG,PSC B,Priority I,2025-08-09,2025-09-15
9837597,1900007,UNIVERSAL LEADER,Paris,Standard,Priority I,2025-08-09,2025-09-15
9837597,1900007,UNIVERSAL LEADER,Tokyo,Standard,Priority II,2025-08-09,2025-09-15
9837602,1900016,UNIVERSAL WINNER,USCG,PSC B,Priority I,2025-03-10,2025-09-15
9837602,1900016,UNIVERSAL WINNER,Paris,Standard,Priority I,2025-03-10,2025-09-15
9837602,1900016,UNIVERSAL WINNER,Tokyo,Standard,Priority I,2025-03-10,2025-09-15
9837614,1900027,UNIVERSAL PARTNER,USCG,PSC B,Priority I,2025-04-04,2025-09-15
9837614,1900027,UNIVERSAL PARTNER,Paris,Standard,Priority I,2025-04-04,2025-09-15
9837614,1900027,UNIVERSAL PARTNER,Tokyo,Standard,Priority I,2025-04-04,2025-09-15
9837626,1900042,UNIVERSAL CREATOR,USCG,PSC B,Priority I,2025-06-12,2025-09-15
9837626,1900042,UNIVERSAL CREATOR,Paris,Standard,Priority I,2025-06-12,2025-09-15
9837626,1900042,UNIVERSAL CREATOR,Tokyo,Standard,Priority I,2025-06-12,2025-09-15
9837638,1900051,UNIVERSAL VICTOR,USCG,PSC B,Priority I,2024-10-28,2025-09-15
9837638,1900051,UNIVERSAL VICTOR,Paris,Standard,Priority I,2024-10-28,2025-09-15
9837638,1900051,UNIVERSAL VICTOR,Tokyo,Standard,Priority II,2024-10-28,2025-09-15
9839832,1900098,ALEXANDER SCHULTE,USCG,PSC B,Priority I,2025-09-02,2025-09-15
9839832,1900098,ALEXANDER SCHULTE,Paris,Low,Priority II,2025-09-02,2025-09-15
9839832,1900098,ALEXANDER SCHULTE,Tokyo,Standard,No Priority,2025-09-02,2025-09-15
9840453,2000097,SAO NEPTUNE,USCG,PSC B,Priority I,2025-08-20,2025-09-15
9840453,2000097,SAO NEPTUNE,Paris,Standard,Priority I,2025-08-20,2025-09-15
9840453,2000097,SAO NEPTUNE,Tokyo,Standard,Priority I,2025-08-20,2025-09-15
9840465,2100008,SAO OASIS,USCG,PSC B,Priority I,2025-02-27,2025-09-15
9840465,2100008,SAO OASIS,Paris,Low,No Priority,2025-02-27,2025-09-15
9840465,2100008,SAO OASIS,Tokyo,Standard,Priority I,2025-02-27,2025-09-15
9840477,2100021,SAO PEARL,USCG,PSC B,Priority I,2025-09-15,2025-09-15
9840477,2100021,SAO PEARL,Paris,Low,No Priority,2025-09-15,2025-09-15
9840477,2100021,SAO PEARL,Tokyo,Standard,Priority I,2025-09-15,2025-09-15
9841093,1900017,YN GWANGYANG,USCG,PSC B,Priority I,2025-05-08,2025-09-15
9841093,1900017,YN GWANGYANG,Paris,Standard,Priority I,2025-05-08,2025-09-15
9841093,1900017,YN GWANGYANG,Tokyo,Low,No Priority,2025-05-08,2025-09-15
9841328,1800049,TY LUCKY,USCG,PSC B,Priority I,2025-08-14,2025-09-15
9841328,1800049,TY LUCKY,Paris,Standard,Priority I,2025-08-14,2025-09-15
9841328,1800049,TY LUCKY,Tokyo,Standard,Priority II,2025-08-14,2025-09-15
9841330,1800071,TY MERRY,USCG,PSC B,Priority I,2025-08-22,2025-09-15
9841330,1800071,TY MERRY,Paris,Standard,Priority I,2025-08-22,2025-09-15
9841330,1800071,TY MERRY,Tokyo,Standard,No Priority,2025-08-22,2025-09-15
9841342,2100026,SAO QUIXOTE,USCG,PSC B,Priority I,2025-02-14,2025-09-15
9841342,2100026,SAO QUIXOTE,Paris,Standard,Priority I,2025-02-14,2025-09-15
9841342,2100026,SAO QUIXOTE,Tokyo,Standard,Priority I,2025-02-14,2025-09-15
9841354,2100061,SAO ROSE OF SHARON,USCG,PSC B,Priority I,2025-04-11,2025-09-15
9841354,2100061,SAO ROSE OF SHARON,Paris,Standard,Priority I,2025-04-11,2025-09-15
9841354,2100061,SAO ROSE OF SHARON,Tokyo,Standard,Priority I,2025-04-11,2025-09-15
9841366,2100077,SAO SABIA,USCG,PSC B,Priority I,2025-08-01,2025-09-15
9841366,2100077,SAO SABIA,Paris,Standard,Priority I,2025-08-01,2025-09-15
9841366,2100077,SAO SABIA,Tokyo,Standard,Priority I,2025-08-01,2025-09-15
9841378,2200006,SAO TITAN,USCG,PSC B,Priority I,2025-02-18,2025-09-15
9841378,2200006,SAO TITAN,Paris,Standard,Priority I,2025-02-18,2025-09-15
9841378,2200006,SAO TITAN,Tokyo,Standard,Priority I,2025-02-18,2025-09-15
9841380,2200021,SAO UNISON,USCG,PSC B,Priority I,2025-02-24,2025-09-15
9841380,2200021,SAO UNISON,Paris,Standard,Priority I,2025-02-24,2025-09-15
9841380,2200021,SAO UNISON,Tokyo,Standard,Priority II,2025-02-24,2025-09-15
9841586,2000007,SM GEMINI1,USCG,PSC B,Priority I,2025-02-26,2025-09-15
9841586,2000007,SM GEMINI1,Paris,Standard,Priority I,2025-02-26,2025-09-15
9841586,2000007,SM GEMINI1,Tokyo,Standard,Priority I,2025-02-26,2025-09-15
9841598,2000019,SM GEMINI2,USCG,PSC B,Priority I,2024-12-22,2025-09-15
9841598,2000019,SM GEMINI2,Paris,Standard,Priority I,2024-12-22,2025-09-15
9841598,2000019,SM GEMINI2,Tokyo,Standard,Priority I,2024-12-22,2025-09-15
9842487,1900019,SM SAMCHEONPO,USCG,PSC B,Priority I,2025-09-02,2025-09-15
9842487,1900019,SM SAMCHEONPO,Paris,Standard,No Priority,2025-09-02,2025-09-15
9842487,1900019,SM SAMCHEONPO,Tokyo,Standard,No Priority,2025-09-02,2025-09-15
9842499,1900032,SM NEW ORLEANS,USCG,PSC B,Priority I,2025-06-29,2025-09-15
9842499,1900032,SM NEW ORLEANS,Paris,Standard,Priority I,2025-06-29,2025-09-15
9842499,1900032,SM NEW ORLEANS,Tokyo,Standard,No Priority,2025-06-29,2025-09-15
9842504,1900063,SM ROBERTS BANK,USCG,PSC B,Priority I,2025-06-24,2025-09-15
9842504,1900063,SM ROBERTS BANK,Paris,Standard,Priority I,2025-06-24,2025-09-15
9842504,1900063,SM ROBERTS BANK,Tokyo,Standard,No Priority,2025-06-24,2025-09-15
9842516,2000005,SM SANTOS,USCG,PSC C,No Priority,2025-09-12,2025-09-15
9842516,2000005,SM SANTOS,Paris,Standard,Priority I,2025-09-12,2025-09-15
9842516,2000005,SM SANTOS,Tokyo,Standard,Priority I,2025-09-12,2025-09-15
9842528,2000030,SM HARMONY1,USCG,PSC B,Priority I,2025-09-15,2025-09-15
9842528,2000030,SM HARMONY1,Paris,Standard,Priority I,2025-09-15,2025-09-15
9842528,2000030,SM HARMONY1,Tokyo,Standard,No Priority,2025-09-15,2025-09-15
9842530,2000083,SM HARMONY2,USCG,PSC B,Priority I,2025-08-27,2025-09-15
9842530,2000083,SM HARMONY2,Paris,Standard,Priority I,2025-08-27,2025-09-15
9842530,2000083,SM HARMONY2,Tokyo,Standard,No Priority,2025-08-27,2025-09-15
9844069,1900065,SEA GUAIBA,USCG,PSC B,Priority I,2024-09-29,2025-09-15
9844069,1900065,SEA GUAIBA,Paris,Standard,Priority I,2024-09-29,2025-09-15
9844069,1900065,SEA GUAIBA,Tokyo,Standard,No Priority,2024-09-29,2025-09-15
9844071,2000011,SEA CAOFEIDIAN,USCG,PSC B,Priority I,2025-05-13,2025-09-15
9844071,2000011,SEA CAOFEIDIAN,Paris,Standard,Priority I,2025-05-13,2025-09-15
9844071,2000011,SEA CAOFEIDIAN,Tokyo,Standard,Priority I,2025-05-13,2025-09-15
9844083,2000053,SEA RIO DE JANEIRO,USCG,PSC B,Priority I,2025-07-22,2025-09-15
9844083,2000053,SEA RIO DE JANEIRO,Paris,Standard,Priority I,2025-07-22,2025-09-15
9844083,2000053,SEA RIO DE JANEIRO,Tokyo,Standard,Priority I,2025-07-22,2025-09-15
9844095,2000078,SEA SHANGHAI,USCG,PSC B,Priority I,2025-08-07,2025-09-15
9844095,2000078,SEA SHANGHAI,Paris,Standard,Priority I,2025-08-07,2025-09-15
9844095,2000078,SEA SHANGHAI,Tokyo,Standard,Priority I,2025-08-07,2025-09-15
9844100,2100003,SEA VICTORIA,USCG,PSC B,Priority I,2025-01-30,2025-09-15
9844100,2100003,SEA VICTORIA,Paris,Standard,Priority I,2025-01-30,2025-09-15
9844100,2100003,SEA VICTORIA,Tokyo,Standard,No Priority,2025-01-30,2025-09-15
9844112,2100032,SEA ZHOUSHAN,USCG,PSC B,Priority I,2025-04-17,2025-09-15
9844112,2100032,SEA ZHOUSHAN,Paris,Standard,Priority I,2025-04-17,2025-09-15
9844112,2100032,SEA ZHOUSHAN,Tokyo,Standard,Priority I,2025-04-17,2025-09-15
9845128,1900036,HL VENUS,USCG,PSC B,Priority I,2025-09-02,2025-09-15
9845128,1900036,HL VENUS,Paris,Standard,Priority I,2025-09-02,2025-09-15
9845128,1900036,HL VENUS,Tokyo,Standard,Priority I,2025-09-02,2025-09-15
9845142,1900064,HL MERCURY,USCG,PSC B,Priority I,2025-06-08,2025-09-15
9845142,1900064,HL MERCURY,Paris,Standard,No Priority,2025-06-08,2025-09-15
9845142,1900064,HL MERCURY,Tokyo,Standard,Priority I,2025-06-08,2025-09-15
9845154,1900067,V. PROGRESS,USCG,PSC B,Priority I,2025-01-17,2025-09-15
9845154,1900067,V. PROGRESS,Paris,Standard,Priority I,2025-01-17,2025-09-15
9845154,1900067,V. PROGRESS,Tokyo,Low,Priority I,2025-01-17,2025-09-15
9845324,1800099,HANMIR,USCG,PSC B,Priority I,2025-08-13,2025-09-15
9845324,1800099,HANMIR,Paris,Standard,Priority I,2025-08-13,2025-09-15
9845324,1800099,HANMIR,Tokyo,Low,Priority II,2025-08-13,2025-09-15
9846433,2000077,ARIES,USCG,PSC B,Priority I,2025-09-10,2025-09-15
9846433,2000077,ARIES,Paris,Standard,Priority I,2025-09-10,2025-09-15
9846433,2000077,ARIES,Tokyo,Standard,No Priority,2025-09-10,2025-09-15
9846445,2000086,LIBRA,USCG,PSC B,Priority I,2025-02-28,2025-09-15
9846445,2000086,LIBRA,Paris,Standard,Priority I,2025-02-28,2025-09-15
9846445,2000086,LIBRA,Tokyo,Standard,Priority II,2025-02-28,2025-09-15
9846457,2000094,PLUTO,USCG,PSC B,Priority I,2025-02-27,2025-09-15
9846457,2000094,PLUTO,Paris,Standard,Priority I,2025-02-27,2025-09-15
9846457,2000094,PLUTO,Tokyo,Standard,No Priority,2025-02-27,2025-09-15
9846469,2100004,SIRIUS,USCG,PSC B,Priority I,2025-08-12,2025-09-15
9846469,2100004,SIRIUS,Paris,Standard,Priority I,2025-08-12,2025-09-15
9846469,2100004,SIRIUS,Tokyo,Standard,No Priority,2025-08-12,2025-09-15
9847425,1900083,MATTERHORN EXPLORER,USCG,PSC B,Priority I,2025-09-09,2025-09-15
9847425,1900083,MATTERHORN EXPLORER,Paris,Standard,Priority I,2025-09-09,2025-09-15
9847425,1900083,MATTERHORN EXPLORER,Tokyo,Standard,Priority I,2025-09-09,2025-09-15
9847437,1900084,EIGER EXPLORER,USCG,PSC C,No Priority,2025-04-25,2025-09-15
9847437,1900084,EIGER EXPLORER,Paris,Low,No Priority,2025-04-25,2025-09-15
9847437,1900084,EIGER EXPLORER,Tokyo,High,Priority I,2025-04-25,2025-09-15
9848089,1900094,PACIFIC BLESSING,USCG,PSC B,Priority I,2025-08-26,2025-09-15
9848089,1900094,PACIFIC BLESSING,Paris,Standard,Priority I,2025-08-26,2025-09-15
9848089,1900094,PACIFIC BLESSING,Tokyo,Standard,No Priority,2025-08-26,2025-09-15
9848833,1800101,WOOLIM 7,USCG,PSC B,Priority I,2025-03-07,2025-09-15
9848833,1800101,WOOLIM 7,Paris,Standard,Priority I,2025-03-07,2025-09-15
9848833,1800101,WOOLIM 7,Tokyo,Standard,Priority II,2025-03-07,2025-09-15
9850111,2000027,K. IRON MOUNTAIN,USCG,PSC B,Priority I,2025-08-07,2025-09-15
9850111,2000027,K. IRON MOUNTAIN,Paris,Standard,Priority I,2025-08-07,2025-09-15
9850111,2000027,K. IRON MOUNTAIN,Tokyo,Standard,Priority I,2025-08-07,2025-09-15
9850123,2000047,K. PREMIUM ORE,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9850123,2000047,K. PREMIUM ORE,Paris,Standard,Priority I,2025-07-30,2025-09-15
9850123,2000047,K. PREMIUM ORE,Tokyo,Standard,Priority I,2025-07-30,2025-09-15
9851191,1900003,BOYANG BERING,USCG,PSC B,Priority I,2024-08-22,2025-09-15
9851191,1900003,BOYANG BERING,Paris,Standard,Priority I,2024-08-22,2025-09-15
9851191,1900003,BOYANG BERING,Tokyo,Standard,No Priority,2024-08-22,2025-09-15
9851206,1900018,BOYANG ALASKA,USCG,PSC B,Priority I,2025-03-25,2025-09-15
9851206,1900018,BOYANG ALASKA,Paris,Standard,Priority I,2025-03-25,2025-09-15
9851206,1900018,BOYANG ALASKA,Tokyo,Standard,No Priority,2025-03-25,2025-09-15
9851373,1900014,GOLDEN GLORY,USCG,PSC B,Priority I,2025-03-26,2025-09-15
9851373,1900014,GOLDEN GLORY,Paris,Standard,Priority I,2025-03-26,2025-09-15
9851373,1900014,GOLDEN GLORY,Tokyo,Standard,No Priority,2025-03-26,2025-09-15
9851854,1900072,C. GUARDIAN,USCG,PSC B,Priority I,2025-09-10,2025-09-15
9851854,1900072,C. GUARDIAN,Paris,Standard,Priority I,2025-09-10,2025-09-15
9851854,1900072,C. GUARDIAN,Tokyo,Standard,Priority I,2025-09-10,2025-09-15
9852705,1900096,OCEAN GALAXY,USCG,PSC B,Priority I,2025-09-08,2025-09-15
9852705,1900096,OCEAN GALAXY,Paris,Standard,Priority I,2025-09-08,2025-09-15
9852705,1900096,OCEAN GALAXY,Tokyo,Standard,No Priority,2025-09-08,2025-09-15
9852951,1900085,DOM EXPLORER,USCG,PSC B,Priority I,2025-05-17,2025-09-15
9852951,1900085,DOM EXPLORER,Paris,Standard,Priority I,2025-05-17,2025-09-15
9852951,1900085,DOM EXPLORER,Tokyo,High,Priority I,2025-05-17,2025-09-15
9853216,1900047,NAVIG8 GOAL,USCG,PSC C,No Priority,2025-01-16,2025-09-15
9853216,1900047,NAVIG8 GOAL,Paris,Standard,Priority I,2025-01-16,2025-09-15
9853216,1900047,NAVIG8 GOAL,Tokyo,Standard,No Priority,2025-01-16,2025-09-15
9853228,1900048,NAVIG8 GAUNTLET,USCG,PSC C,No Priority,2025-08-13,2025-09-15
9853228,1900048,NAVIG8 GAUNTLET,Paris,Low,No Priority,2025-08-13,2025-09-15
9853228,1900048,NAVIG8 GAUNTLET,Tokyo,Standard,Priority I,2025-08-13,2025-09-15
9853230,1900058,NAVIG8 GLADIATOR,USCG,PSC B,Priority I,2025-08-28,2025-09-15
9853230,1900058,NAVIG8 GLADIATOR,Paris,Low,Priority II,2025-08-28,2025-09-15
9853230,1900058,NAVIG8 GLADIATOR,Tokyo,Standard,Priority I,2025-08-28,2025-09-15
9853242,1900059,NAVIG8 GRATITUDE,USCG,PSC C,No Priority,2025-07-05,2025-09-15
9853242,1900059,NAVIG8 GRATITUDE,Paris,Standard,No Priority,2025-07-05,2025-09-15
9853242,1900059,NAVIG8 GRATITUDE,Tokyo,Standard,Priority I,2025-07-05,2025-09-15
9853412,1900061,NO.39 MUGUNGHWA,USCG,PSC B,Priority I,2025-08-11,2025-09-15
9853412,1900061,NO.39 MUGUNGHWA,Paris,Standard,Priority I,2025-08-11,2025-09-15
9853412,1900061,NO.39 MUGUNGHWA,Tokyo,Standard,Priority I,2025-08-11,2025-09-15
9853644,1900090,PRINCESS DAISY,USCG,PSC B,Priority I,2025-07-11,2025-09-15
9853644,1900090,PRINCESS DAISY,Paris,Standard,Priority I,2025-07-11,2025-09-15
9853644,1900090,PRINCESS DAISY,Tokyo,Low,No Priority,2025-07-11,2025-09-15
9855501,1900091,PAN PEGASUS,USCG,PSC B,Priority I,2025-08-05,2025-09-15
9855501,1900091,PAN PEGASUS,Paris,Standard,Priority I,2025-08-05,2025-09-15
9855501,1900091,PAN PEGASUS,Tokyo,Standard,No Priority,2025-08-05,2025-09-15
9855513,1900092,PAN QUANTUM,USCG,PSC B,Priority I,2025-07-21,2025-09-15
9855513,1900092,PAN QUANTUM,Paris,Standard,Priority I,2025-07-21,2025-09-15
9855513,1900092,PAN QUANTUM,Tokyo,Standard,No Priority,2025-07-21,2025-09-15
9855848,2000113,PAN ORION,USCG,PSC B,Priority I,2025-09-12,2025-09-15
9855848,2000113,PAN ORION,Paris,Standard,Priority II,2025-09-12,2025-09-15
9855848,2000113,PAN ORION,Tokyo,Standard,No Priority,2025-09-12,2025-09-15
9856244,1900093,PACIFIC CHAMP,USCG,PSC B,Priority I,2025-03-24,2025-09-15
9856244,1900093,PACIFIC CHAMP,Paris,Standard,Priority I,2025-03-24,2025-09-15
9856244,1900093,PACIFIC CHAMP,Tokyo,Standard,No Priority,2025-03-24,2025-09-15
9857470,2000101,BAEK KYUNG,USCG,PSC B,Priority I,2025-02-24,2025-09-15
9857470,2000101,BAEK KYUNG,Paris,Standard,Priority I,2025-02-24,2025-09-15
9857470,2000101,BAEK KYUNG,Tokyo,Low,Priority I,2025-02-24,2025-09-15
9857913,1900025,SULFUR BRAVE,USCG,PSC B,Priority I,2025-06-23,2025-09-15
9857913,1900025,SULFUR BRAVE,Paris,Standard,Priority I,2025-06-23,2025-09-15
9857913,1900025,SULFUR BRAVE,Tokyo,High,No Priority,2025-06-23,2025-09-15
9858618,2000039,GLAD YOUNG,USCG,PSC C,No Priority,2025-07-26,2025-09-15
9858618,2000039,GLAD YOUNG,Paris,Standard,Priority I,2025-07-26,2025-09-15
9858618,2000039,GLAD YOUNG,Tokyo,High,No Priority,2025-07-26,2025-09-15
9858620,2000055,SOUND YOUNG,USCG,PSC C,No Priority,2025-07-28,2025-09-15
9858620,2000055,SOUND YOUNG,Paris,Standard,Priority I,2025-07-28,2025-09-15
9858620,2000055,SOUND YOUNG,Tokyo,High,No Priority,2025-07-28,2025-09-15
9859143,1900041,GUNSAN PEARL,USCG,PSC B,Priority I,2025-02-08,2025-09-15
9859143,1900041,GUNSAN PEARL,Paris,Standard,Priority I,2025-02-08,2025-09-15
9859143,1900041,GUNSAN PEARL,Tokyo,High,No Priority,2025-02-08,2025-09-15
9859193,2000052,HARMONY CHEMIST,USCG,PSC B,Priority I,2025-07-10,2025-09-15
9859193,2000052,HARMONY CHEMIST,Paris,Standard,Priority I,2025-07-10,2025-09-15
9859193,2000052,HARMONY CHEMIST,Tokyo,Standard,Priority I,2025-07-10,2025-09-15
9859234,2100102,SEVERN,USCG,PSC B,Priority I,2025-08-30,2025-09-15
9859234,2100102,SEVERN,Paris,Standard,Priority I,2025-08-30,2025-09-15
9859234,2100102,SEVERN,Tokyo,Standard,Priority I,2025-08-30,2025-09-15
9859387,2000010,C. CREATOR,USCG,PSC B,Priority I,2025-06-04,2025-09-15
9859387,2000010,C. CREATOR,Paris,Standard,Priority I,2025-06-04,2025-09-15
9859387,2000010,C. CREATOR,Tokyo,High,Priority I,2025-06-04,2025-09-15
9859648,1900071,POS BANGKOK,USCG,PSC B,Priority I,2024-10-27,2025-09-15
9859648,1900071,POS BANGKOK,Paris,Standard,Priority I,2024-10-27,2025-09-15
9859648,1900071,POS BANGKOK,Tokyo,Standard,No Priority,2024-10-27,2025-09-15
9859650,2000006,POS HOCHIMINH,USCG,PSC B,Priority I,2024-12-12,2025-09-15
9859650,2000006,POS HOCHIMINH,Paris,Standard,Priority I,2024-12-12,2025-09-15
9859650,2000006,POS HOCHIMINH,Tokyo,Standard,No Priority,2024-12-12,2025-09-15
9860386,2000117,PAN SAPPHIRE,USCG,PSC C,No Priority,2025-08-29,2025-09-15
9860386,2000117,PAN SAPPHIRE,Paris,Standard,Priority I,2025-08-29,2025-09-15
9860386,2000117,PAN SAPPHIRE,Tokyo,Standard,No Priority,2025-08-29,2025-09-15
9860594,1900066,DEJIMA,USCG,PSC B,Priority I,2024-11-26,2025-09-15
9860594,1900066,DEJIMA,Paris,Standard,Priority I,2024-11-26,2025-09-15
9860594,1900066,DEJIMA,Tokyo,Standard,No Priority,2024-11-26,2025-09-15
9862413,1900054,PRO ONYX,USCG,PSC B,Priority I,2025-09-07,2025-09-15
9862413,1900054,PRO ONYX,Paris,Standard,Priority I,2025-09-07,2025-09-15
9862413,1900054,PRO ONYX,Tokyo,Standard,No Priority,2025-09-07,2025-09-15
9863297,2000023,HMM ALGECIRAS,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9863297,2000023,HMM ALGECIRAS,Paris,Standard,Priority I,2025-07-30,2025-09-15
9863297,2000023,HMM ALGECIRAS,Tokyo,Standard,No Priority,2025-07-30,2025-09-15
9863302,2000034,HMM COPENHAGEN,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9863302,2000034,HMM COPENHAGEN,Paris,Standard,No Priority,2025-07-30,2025-09-15
9863302,2000034,HMM COPENHAGEN,Tokyo,Standard,Priority II,2025-07-30,2025-09-15
9863314,2000035,HMM DUBLIN,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9863314,2000035,HMM DUBLIN,Paris,Standard,No Priority,2025-07-30,2025-09-15
9863314,2000035,HMM DUBLIN,Tokyo,Standard,No Priority,2025-07-30,2025-09-15
9863326,2000041,HMM GDANSK,USCG,PSC B,Priority I,2025-09-08,2025-09-15
9863326,2000041,HMM GDANSK,Paris,Standard,No Priority,2025-09-08,2025-09-15
9863326,2000041,HMM GDANSK,Tokyo,Standard,No Priority,2025-09-08,2025-09-15
9863338,2000045,HMM HAMBURG,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9863338,2000045,HMM HAMBURG,Paris,Standard,Priority II,2025-07-30,2025-09-15
9863338,2000045,HMM HAMBURG,Tokyo,Standard,No Priority,2025-07-30,2025-09-15
